950400,1,0.2547457218170166,55,56,69,1,1,7,21,31,0.2541038990020752,0,0.23055505752563477,0
950400,56,0.02402043342590332,55,56,69,1,1,7,21,31,0.2541038990020752,0,0.015005111694335938,0
950400,69,0.023223400115966797,55,56,69,1,1,7,21,31,0.2541038990020752,0,0.01454472541809082,0
950400,71,0.15659046173095703,56,69,1,71,1,7,21,31,0.2541038990020752,0.04502415657043457,0.014604806900024414,0.0885777473449707
950401,1,0.02379584312438965,55,56,69,1,56,69,1,71,0.21218323707580566,0,0.015026092529296875,0
950401,50,0.11828923225402832,55,69,1,50,56,69,1,71,0.21218323707580566,0.04616570472717285,0.014981508255004883,0.04879593849182129
950402,1,0.023821353912353516,69,1,56,71,55,69,1,50,0.21460962295532227,0,0.014968395233154297,0
950402,31,0.11844134330749512,69,1,71,31,55,69,1,50,0.21460962295532227,0.04559469223022461,0.014946222305297852,0.048961639404296875
950404,55,0.023905038833618164,71,55,1,31,69,1,71,31,0.21402931213378906,0,0.015004158020019531,0
950408,1,0.023645401000976562,37,50,71,1,71,55,1,31,0.21083569526672363,0,0.01491403579711914,0
950408,37,0.0234835147857666,37,50,71,1,71,55,1,31,0.21083569526672363,0,0.014818668365478516,0
950460,1,0.023911476135253906,31,50,71,1,37,50,71,1,0.22057342529296875,0,0.014955282211303711,0
950460,71,0.02390265464782715,31,50,71,1,37,50,71,1,0.22057342529296875,0,0.014921188354492188,0
950520,1,0.0236361026763916,31,55,71,1,31,50,71,1,0.21324658393859863,0,0.014889240264892578,0
950520,71,0.023644208908081055,31,55,71,1,31,50,71,1,0.21324658393859863,0,0.014946699142456055,0
950523,1,0.023885726928710938,31,71,55,1,31,55,71,1,0.21297931671142578,0,0.015098333358764648,0
950523,55,0.02355790138244629,31,71,55,1,31,55,71,1,0.21297931671142578,0,0.01479649543762207,0
950580,1,0.02400374412536621,21,69,71,1,31,71,55,1,0.2101268768310547,0,0.015029668807983398,0
950580,69,0.02358412742614746,21,69,71,1,31,71,55,1,0.2101268768310547,0,0.015053749084472656,0
950580,71,0.023468017578125,21,69,71,1,31,71,55,1,0.2101268768310547,0,0.015038490295410156,0
950582,1,0.024144649505615234,21,1,69,71,21,69,71,1,0.20970487594604492,0,0.015235662460327148,0
950582,31,0.12209868431091309,1,69,71,31,21,69,71,1,0.20970487594604492,0.046160221099853516,0.014795064926147461,0.05219745635986328
950588,1,0.023875951766967773,21,37,71,1,1,69,71,31,0.21333956718444824,0,0.015126705169677734,0
950588,37,0.02345442771911621,21,37,71,1,1,69,71,31,0.21333956718444824,0,0.015001535415649414,0
950640,71,0.02394866943359375,55,56,71,1,21,37,71,1,0.20893311500549316,0,0.014997005462646484,0
950643,55,0.023848295211791992,56,71,55,1,55,56,71,1,0.2128620147705078,0,0.014974594116210938,0
950700,1,0.023882389068603516,50,56,71,1,56,71,55,1,0.2128150463104248,0,0.014888286590576172,0
950700,56,0.023563146591186523,50,56,71,1,56,71,55,1,0.2128150463104248,0,0.01491093635559082,0
950700,71,0.023487567901611328,50,56,71,1,56,71,55,1,0.2128150463104248,0,0.014983177185058594,0
950701,1,0.023775577545166016,50,71,56,1,50,56,71,1,0.21335530281066895,0,0.014993429183959961,0
950701,50,0.023737668991088867,50,71,56,1,50,56,71,1,0.21335530281066895,0,0.015037059783935547,0
950760,1,0.02397441864013672,55,71,69,1,50,71,56,1,0.2117769718170166,0,0.014898061752319336,0
950760,69,0.023558378219604492,55,71,69,1,50,71,56,1,0.2117769718170166,0,0.014951467514038086,0
950762,1,0.0245664119720459,55,71,1,69,55,71,69,1,0.25516366958618164,0,0.015345573425292969,0
950762,31,0.11913919448852539,71,1,69,31,55,71,69,1,0.25516366958618164,0.04635167121887207,0.014768600463867188,0.04946279525756836
950763,1,0.023942947387695312,21,55,71,1,71,1,69,31,0.2167985439300537,0,0.015028238296508789,0
950763,55,0.02359914779663086,21,55,71,1,71,1,69,31,0.2167985439300537,0,0.015061616897583008,0
950766,1,0.024178504943847656,55,21,71,1,21,55,71,1,0.21144676208496094,0,0.014940977096557617,0
950766,71,0.02347540855407715,55,21,71,1,21,55,71,1,0.21144676208496094,0,0.014916419982910156,0
950768,1,0.025493144989013672,21,37,71,1,55,21,71,1,0.21178960800170898,0,0.014968156814575195,0
950768,37,0.02361917495727539,21,37,71,1,55,21,71,1,0.21178960800170898,0,0.014982223510742188,0
950820,1,0.023869991302490234,55,21,71,1,21,37,71,1,0.21297764778137207,0,0.015004396438598633,0
950820,71,0.023715734481811523,55,21,71,1,21,37,71,1,0.21297764778137207,0,0.014942169189453125,0
950880,1,0.02393817901611328,21,55,71,1,55,21,71,1,0.21065902709960938,0,0.015126705169677734,0
950880,71,0.02373528480529785,21,55,71,1,55,21,71,1,0.21065902709960938,0,0.014873266220092773,0
950883,1,0.0241396427154541,21,71,55,1,21,55,71,1,0.21330046653747559,0,0.015195131301879883,0
950883,55,0.023726463317871094,21,71,55,1,21,55,71,1,0.21330046653747559,0,0.014961481094360352,0
950940,71,0.023962020874023438,56,69,71,1,21,71,55,1,0.21251869201660156,0,0.014884233474731445,0
950942,31,0.11980247497558594,69,1,71,31,56,69,71,1,0.21416902542114258,0.047362565994262695,0.014900684356689453,0.048554420471191406
950948,1,0.023974895477294922,56,71,69,1,69,1,71,31,0.2155930995941162,0,0.015030145645141602,0
950948,37,0.11887097358703613,71,69,1,37,69,1,71,31,0.2155930995941162,0.04614448547363281,0.014723539352416992,0.04934811592102051
951000,1,0.02384328842163086,55,56,71,1,71,69,1,37,0.21167469024658203,0,0.014876842498779297,0
951000,56,0.02353692054748535,55,56,71,1,71,69,1,37,0.21167469024658203,0,0.014946937561035156,0
951000,71,0.023525476455688477,55,56,71,1,71,69,1,37,0.21167469024658203,0,0.014985084533691406,0
951001,1,0.023821115493774414,55,71,56,1,55,56,71,1,0.21176505088806152,0,0.01492762565612793,0
951001,50,0.1186525821685791,55,71,1,50,55,56,71,1,0.21176505088806152,0.04611396789550781,0.01474308967590332,0.049179792404174805
951004,1,0.024024486541748047,21,71,55,1,55,71,1,50,0.21374011039733887,0,0.01488041877746582,0
951004,55,0.023872852325439453,21,71,55,1,55,71,1,50,0.21374011039733887,0,0.014910459518432617,0
951060,1,0.023813247680664062,21,7,71,1,21,71,55,1,0.21389508247375488,0,0.015056371688842773,0
951060,71,0.02350926399230957,21,7,71,1,21,71,55,1,0.21389508247375488,0,0.014921426773071289,0
951120,1,0.023896455764770508,21,55,71,1,21,7,71,1,0.21078801155090332,0,0.015053033828735352,0
951120,71,0.023624181747436523,21,55,71,1,21,7,71,1,0.21078801155090332,0,0.015093326568603516,0
951122,1,0.02390122413635254,21,55,1,71,21,55,71,1,0.2161388397216797,0,0.015060186386108398,0
951122,31,0.1199648380279541,21,1,71,31,21,55,71,1,0.2161388397216797,0.046715736389160156,0.015134096145629883,0.04945087432861328
951124,1,0.02373647689819336,71,55,1,31,21,1,71,31,0.2097334861755371,0,0.01498556137084961,0
951124,55,0.023631811141967773,71,55,1,31,21,1,71,31,0.2097334861755371,0,0.015058517456054688,0
951128,1,0.023839235305786133,37,21,71,1,71,55,1,31,0.20911645889282227,0,0.015072107315063477,0
951128,37,0.02361464500427246,37,21,71,1,71,55,1,31,0.20911645889282227,0,0.015036821365356445,0
951180,1,0.024022817611694336,37,21,71,1,37,21,71,1,0.21294331550598145,0,0.014892339706420898,0
951180,71,0.023541688919067383,37,21,71,1,37,21,71,1,0.21294331550598145,0,0.014994621276855469,0
951240,71,0.023973941802978516,56,21,71,1,37,21,71,1,0.21077179908752441,0,0.014944791793823242,0
951244,1,0.02402663230895996,21,71,55,1,56,21,71,1,0.21274733543395996,0,0.015093803405761719,0
951244,55,0.0235288143157959,21,71,55,1,56,21,71,1,0.21274733543395996,0,0.01510763168334961,0
951300,1,0.023850202560424805,21,56,71,1,21,71,55,1,0.2103738784790039,0,0.014976024627685547,0
951300,56,0.023486614227294922,21,56,71,1,21,71,55,1,0.2103738784790039,0,0.014971494674682617,0
951300,71,0.023518800735473633,21,56,71,1,21,71,55,1,0.2103738784790039,0,0.014896154403686523,0
951301,1,0.02391815185546875,21,71,56,1,21,56,71,1,0.2103567123413086,0,0.01493072509765625,0
951301,50,0.11675071716308594,21,71,1,50,21,56,71,1,0.2103567123413086,0.04508256912231445,0.014769554138183594,0.04828786849975586
951302,31,0.12142753601074219,50,1,71,31,21,71,1,50,0.21173954010009766,0.048839569091796875,0.014892339706420898,0.04888629913330078
951308,1,0.024333715438842773,21,71,37,1,50,1,71,31,0.21133685111999512,0,0.015000104904174805,0
951308,37,0.023976564407348633,21,71,37,1,50,1,71,31,0.21133685111999512,0,0.015140295028686523,0
951360,71,0.023890972137451172,21,55,71,1,21,71,37,1,0.21313905715942383,0,0.014961719512939453,0
951364,55,0.023977041244506836,21,71,55,1,21,55,71,1,0.21248459815979004,0,0.01495051383972168,0
951420,71,0.024085044860839844,7,21,71,1,21,71,55,1,0.21171116828918457,0,0.014947175979614258,0
951480,71,0.024037599563598633,21,55,71,1,7,21,71,1,0.21338796615600586,0,0.014961004257202148,0
951482,31,0.1179497241973877,21,55,71,31,21,55,71,1,0.2147388458251953,0.04649615287780762,0.014858484268188477,0.047662973403930664
951483,55,0.023972749710083008,21,71,55,1,21,55,71,31,0.21422457695007324,0,0.014934062957763672,0
951488,37,0.02440023422241211,21,37,71,1,21,71,55,1,0.21375679969787598,0,0.015500307083129883,0
951540,71,0.02392411231994629,21,56,71,1,21,37,71,1,0.21046853065490723,0,0.014995574951171875,0
951600,1,0.023816585540771484,55,71,56,1,21,56,71,1,0.21141600608825684,0,0.014842033386230469,0
951600,56,0.023511886596679688,55,71,56,1,21,56,71,1,0.21141600608825684,0,0.014983177185058594,0
951600,71,0.023496627807617188,55,71,56,1,21,56,71,1,0.21141600608825684,0,0.014966487884521484,0
951601,50,0.1162567138671875,55,71,1,50,55,71,56,1,0.2123579978942871,0.04492783546447754,0.01484537124633789,0.047541141510009766
