950400,1,0.26660895347595215,1
950400,56,0.15654206275939941,1
950400,69,0.17357492446899414,1
950400,71,0.17459797859191895,1
950401,1,0.024378061294555664,1
950401,50,0.12444353103637695,1
950402,1,0.1222221851348877,71
950402,31,0.1218559741973877,71
950404,55,0.12973809242248535,31
950408,1,0.024405717849731445,1
950408,37,0.12462711334228516,1
950460,1,0.024349451065063477,1
950460,71,0.12449002265930176,1
950520,1,0.024434566497802734,1
950520,71,0.12392759323120117,1
950523,1,0.02470707893371582,1
950523,55,0.12125492095947266,1
950580,1,0.02526402473449707,1
950580,69,0.12162208557128906,1
950580,71,0.12154912948608398,1
950582,1,0.12123584747314453,71
950582,31,0.11943459510803223,71
950588,1,0.025177478790283203,1
950588,37,0.11844086647033691,1
950640,71,0.11985421180725098,1
950643,55,0.11864209175109863,1
950700,1,0.025171995162963867,1
950700,56,0.12021875381469727,1
950700,71,0.12302851676940918,1
950701,1,0.02502584457397461,1
950701,50,0.1183168888092041,1
950760,1,0.02505207061767578,1
950760,69,0.11838769912719727,1
950762,1,0.11871647834777832,69
950762,31,0.11790680885314941,69
950763,1,0.025217056274414062,1
950763,55,0.12202239036560059,1
950766,1,0.02490687370300293,1
950766,71,0.1213538646697998,1
950768,1,0.025147438049316406,1
950768,37,0.12227988243103027,1
950820,1,0.025473833084106445,1
950820,71,0.12195920944213867,1
950880,1,0.024986982345581055,1
950880,71,0.1212456226348877,1
950883,1,0.02501845359802246,1
950883,55,0.12165641784667969,1
950940,71,0.12166452407836914,1
950942,31,0.12229156494140625,71
950948,1,0.02495098114013672,1
950948,37,0.12174201011657715,1
951000,1,0.025138378143310547,1
951000,56,0.1188971996307373,1
951000,71,0.11819124221801758,1
951001,1,0.02521800994873047,1
951001,50,0.12085127830505371,1
951004,1,0.025145769119262695,1
951004,55,0.12144994735717773,1
951060,1,0.02525782585144043,1
951060,71,0.12244725227355957,1
951120,1,0.025071382522583008,1
951120,71,0.1220252513885498,1
951122,1,0.11899471282958984,71
951122,31,0.11870384216308594,71
951124,1,0.11924171447753906,31
951124,55,0.11788249015808105,31
951128,1,0.025084972381591797,1
951128,37,0.11912274360656738,1
951180,1,0.025194644927978516,1
951180,71,0.12186050415039062,1
951240,71,0.1193532943725586,1
951244,1,0.02524256706237793,1
951244,55,0.11940503120422363,1
951300,1,0.025144577026367188,1
951300,56,0.11942696571350098,1
951300,71,0.11806082725524902,1
951301,1,0.025188684463500977,1
951301,50,0.12238502502441406,1
951302,31,0.12228727340698242,71
951308,1,0.025033950805664062,1
951308,37,0.12241363525390625,1
951360,71,0.12261533737182617,1
951364,55,0.12297534942626953,1
951420,71,0.12290573120117188,1
951480,71,0.12245726585388184,1
951482,31,0.12288832664489746,71
951483,55,0.11899566650390625,1
951488,37,0.12007427215576172,1
951540,71,0.11962556838989258,1
951600,1,0.025080442428588867,1
951600,56,0.11895036697387695,1
951600,71,0.12073278427124023,1
951601,50,0.12287235260009766,1
951604,1,0.024445533752441406,1
951604,55,0.12179970741271973,1
951660,1,0.024614810943603516,1
951660,71,0.12160921096801758,1
951662,1,0.12155389785766602,71
951662,31,0.12108874320983887,71
951668,1,0.024810314178466797,1
951668,37,0.12225532531738281,1
951724,55,0.024605989456176758,55
951743,71,0.024398088455200195,71
951780,71,0.12141895294189453,1
951840,1,0.024545907974243164,1
951840,71,0.12223196029663086,1
951842,1,0.11956095695495605,71
951842,31,0.11824727058410645,71
951844,55,0.11933636665344238,31
951848,1,0.02461862564086914,1
