950400,1,0.29343724250793457
950400,56,0.1760413646697998
950400,69,0.17635369300842285
950400,71,0.17960214614868164
950401,1,0.1762394905090332
950401,50,0.1218571662902832
950402,1,0.17401599884033203
950402,31,0.12191009521484375
950404,55,0.17416977882385254
950408,1,0.17551136016845703
950408,37,0.12192487716674805
950460,1,0.17481422424316406
950460,71,0.1242685317993164
950520,1,0.12054800987243652
950520,71,0.1220860481262207
950523,1,0.1183934211730957
950523,55,0.12187647819519043
950580,1,0.11861181259155273
950580,69,0.12120699882507324
950580,71,0.1172478199005127
950582,1,0.11866474151611328
950582,31,0.1237938404083252
950588,1,0.11818289756774902
950588,37,0.12337756156921387
950640,71,0.11812949180603027
950643,55,0.11751008033752441
950700,1,0.11835145950317383
950700,56,0.12549686431884766
950700,71,0.1184244155883789
950701,1,0.11879706382751465
950701,50,0.12792468070983887
950760,1,0.12217521667480469
950760,69,0.13105320930480957
950762,1,0.12303495407104492
950762,31,0.11985063552856445
950763,1,0.11829423904418945
950763,55,0.11935901641845703
950766,1,0.11783337593078613
950766,71,0.11805868148803711
950768,1,0.1181793212890625
950768,37,0.11743307113647461
950820,1,0.11818909645080566
950820,71,0.1183786392211914
950880,1,0.11845517158508301
950880,71,0.11805343627929688
950883,1,0.11754441261291504
950883,55,0.11771655082702637
950940,71,0.11762547492980957
950942,31,0.12018752098083496
950948,1,0.11788558959960938
950948,37,0.11793375015258789
951000,1,0.11771607398986816
951000,56,0.11983585357666016
951000,71,0.11831259727478027
951001,1,0.12052226066589355
951001,50,0.1196603775024414
951004,1,0.1180887222290039
951004,55,0.11844372749328613
951060,1,0.11812305450439453
951060,71,0.11857819557189941
951120,1,0.11865115165710449
951120,71,0.11806774139404297
951122,1,0.11821126937866211
951122,31,0.11804580688476562
951124,1,0.11836123466491699
951124,55,0.15054702758789062
951128,1,0.1344294548034668
951128,37,0.11843180656433105
951180,1,0.11874771118164062
951180,71,0.11797833442687988
951240,71,0.023587942123413086
951244,1,0.11794352531433105
951244,55,0.11771988868713379
951300,1,0.119354248046875
951300,56,0.11821722984313965
951300,71,0.11823916435241699
951301,1,0.11762666702270508
951301,50,0.1195676326751709
951302,31,0.11748957633972168
951308,1,0.11759114265441895
951308,37,0.11786365509033203
951360,71,0.12015819549560547
951364,55,0.11948609352111816
951420,71,0.11759424209594727
951480,71,0.023227453231811523
951482,31,0.11809992790222168
951483,55,0.11852669715881348
951488,37,0.11839461326599121
951540,71,0.11929202079772949
951600,1,0.11781024932861328
951600,56,0.12050533294677734
951600,71,0.11789774894714355
951601,50,0.11768913269042969
951604,1,0.11777424812316895
951604,55,0.11786484718322754
951660,1,0.11777520179748535
951660,71,0.11787605285644531
951662,1,0.11985063552856445
951662,31,0.11953592300415039
951668,1,0.11870241165161133
951668,37,0.11987757682800293
951724,55,0.11811041831970215
951743,71,0.1190633773803711
951780,71,0.023580074310302734
951840,1,0.11894369125366211
951840,71,0.11807465553283691
951842,1,0.11810493469238281
951842,31,0.1178579330444336
951844,55,0.11763215065002441
951848,1,0.11755919456481934
951848,37,0.1180272102355957
951900,56,0.11772680282592773
951900,71,0.1195840835571289
951901,50,0.1188974380493164
951960,71,0.11856818199157715
951963,55,0.11828327178955078
952020,1,0.1178445816040039
952020,71,0.11829328536987305
952022,1,0.11799263954162598
952022,31,0.11789822578430176
952028,1,0.11843442916870117
952028,37,0.1182858943939209
952080,71,0.11830711364746094
952084,55,0.1178896427154541
952140,71,0.11821818351745605
952200,1,0.11795663833618164
952200,56,0.11887907981872559
952200,71,0.1190185546875
952201,1,0.11988472938537598
952201,50,0.1183326244354248
952202,1,0.11815977096557617
952202,31,0.11793112754821777
